Kode Toko,Nama Toko,Date Period,Tanggal,Jumlah Dilihat,Klik,Presentase Klik,Pesanan,Omzet(IDR),Omzet(USD),Pengeluaran(IDR),Pengeluaran(USD),Efektivitas Iklan,Biaya Per Pesanan(IDR),Biaya Per Pesanan(USD),Rata-rata pembelian(IDR),Rata-rata pembelian(USD)
1043614623,Herbavitshop Official,23/01/2025 - 23/01/2025,23/01/2025,570,1,0.18%,9,1505000.00,93.15,2659.00,0.16,14.64,0.00,0.00,0.00,0.00
