Kode Toko,Nama Toko,Date Period,Tanggal,Jumlah Dilihat,Klik,Presentase Klik,Pesanan,Omzet(IDR),Omzet(USD),Pengeluaran(IDR),Pengeluaran(USD),Efektivitas Iklan,Biaya Per Pesanan(IDR),Biaya Per Pesanan(USD),Rata-rata pembelian(IDR),Rata-rata pembelian(USD)
1043614623,Herbavitshop Official,24/01/2025 - 24/01/2025,24/01/2025,1110,4,0.36%,4,600000.00,37.13,5487.00,0.34,3.77,0.00,0.00,0.00,0.00
