Kode Toko,Nama Toko,Date Period,Tanggal,Jumlah Dilihat,Klik,Presentase Klik,Pesanan,Omzet(IDR),Omzet(USD),Pengeluaran(IDR),Pengeluaran(USD),Efektivitas Iklan,Biaya Per Pesanan(IDR),Biaya Per Pesanan(USD),Rata-rata pembelian(IDR),Rata-rata pembelian(USD)
1043614623,Herbavitshop Official,28/01/2025 - 28/01/2025,28/01/2025,3398,10,0.29%,14,2140000.00,132.45,17952.00,1.11,12.89,0.00,0.00,0.00,0.00
