Kode Toko,Nama Toko,Date Period,Tanggal,Jumlah Dilihat,Klik,Presentase Klik,Pesanan,Omzet(IDR),Omzet(USD),Pengeluaran(IDR),Pengeluaran(USD),Efektivitas Iklan,Biaya Per Pesanan(IDR),Biaya Per Pesanan(USD),Rata-rata pembelian(IDR),Rata-rata pembelian(USD)
1043614623,Herbavitshop Official,22/01/2025 - 22/01/2025,22/01/2025,331,0,0.00%,11,1474000.00,91.23,1305.00,0.08,25.54,0.00,0.00,0.00,0.00
